"Page No.","Diary Page","Entity No.","Authority Name",Entity (Value),Entity Type,"Note 1 Descriptor","Note 2 Context","Note 3 Relationship to Mary",Related Quotes,quotes,Related Footnotes,footnotes,Notes / Questions,DIsambiguation URL 1,DIsambiguation URL 2,DIsambiguation URL 3,
33,[141 0150],2599,Mr. _ Jerome,Mr. Jerome,person,,mentions,,,,,,,,,,
33,[141 0150],2600,,[classism],theme,,mentions,,"Mr. Jerome spoke in favour of recognizing the fact that there are classes, and that the masses must be ruled by the classes as they are incapable of ruling themselves.","Mr. Jerome spoke in favour of recognizing the fact that there are classes, and that the masses must be ruled by the classes as they are incapable of ruling themselves.",,,,,,,
33,[141 0150],2601,,Auditorium Annex,location,accomodation,diary entry header,,,,,,,,,,
33,[141 0150],2602,,Chicago,location,city,diary entry header,,,,,,,,,,
33,[141 0150],2603,,"Sunday, January 10, 1904",date,,diary entry header,,,,,,,,,,
33,[141 0150],2604,Hinsdale,West Hinsdale,location,city,visits,,,,,,,,,,
33,[141 0150],2605,,Prairie,location,region,mentions,,,,,,,,,,
33,[141 0150],2606,Robert Hamill,[Mr. Robert Hamill],person,,interacts with / dines with,,,,,,,,,,
33,[141 0150],2607,Mrs. _ Hamill,Mrs. Robert Hamill,person,,interacts with / dines with,,,,,,,,,,
33,[141 0150],2608,,[characterization of Mr. and Mrs. Hamill],sentiment,,,,"... delightful cultivated people, who read our favourite books, and take life simply and finely.","... delightful cultivated people, who read our favourite books, and take life simply and finely.",,,,,,,
33,[141 0150],2609,Mr. _ Jones,Mr. Jones,person,,interacts with,,,,,,,,,,
33,[141 0151],2610,Harold Fowler McCormick,Harold McCormicks,person,businessperson,interacts with / dines with,,,,"Harold Fowler McCormick was born in Chicago in 1872, to inventor Cyrus Hall McCormick (1809–1884). In 1895 he married Edith Rockefeller (1872–1932), the youngest daughter of John D. Rockefeller (1839–1937).","Harold Fowler McCormick was born in Chicago in 1872, to inventor Cyrus Hall McCormick (1809–1884). In 1895 he married Edith Rockefeller (1872–1932), the youngest daughter of John D. Rockefeller (1839–1937).",,https://en.wikipedia.org/wiki/Harold_Fowler_McCormick,,,
33,[141 0151],2611,Edith Rockefeller McCormick,Harold McCormicks,person,public figure,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Edith_Rockefeller_McCormick,,,
33,[141 0151],2612,Rockefeller family,Rockefeller,organization / group,familty unit,mentions,,,,,,,https://en.wikipedia.org/wiki/Rockefeller_family,,,
33,[141 0151],2613,,[concern about creating a picture collection],sentiment,,observes,,"we talked about forming collections of pictures, and they said they wanted to form one, but were afraid of the dealers. I think this was perhaps the most important thing for us financially we have yet met.","we talked about forming collections of pictures, and they said they wanted to form one, but were afraid of the dealers. I think this was perhaps the most important thing for us financially we have yet met.",,,,,,,
33,[141 0151],2614,,[financial potential for the Berensons,sentiment,,,,"we talked about forming collections of pictures, and they said they wanted to form one, but were afraid of the dealers. I think this was perhaps the most important thing for us financially we have yet met.","we talked about forming collections of pictures, and they said they wanted to form one, but were afraid of the dealers. I think this was perhaps the most important thing for us financially we have yet met.",,,,,,,
33,[141 0151],2615,,Auditorium Annex,location,accomodation,diary entry header,,,,,,,,,,
33,[141 0151],2616,,Chicago,location,city,diary entry header,,,,,,,,,,
33,[141 0151],2617,,"Monday, January 11, 1904",date,,diary entry header,,,,,,,,,,
33,[141 0151],2618,Miss _ Lunt,Miss Lunt,person,,interacts with,,,,,,,,,,
33,[141 0151],2619,Miss _ Bates,Miss Bates,person,,mentions,,,,,,,,,,
33,[141 0151],2620,,[talkativeness of Miss Lunt + Miss Bates],sentiment,,,,"Miss Lunt Called - worse than ""Miss Bates"" in her vulbility","Miss Lunt Called - worse than ""Miss Bates"" in her vulbility",,,,,,,
33,[141 0151],2621,,"[being shown worthless ""art""]",sentiment,,,,several young women [called] with photographs of worthless pictures for sale.,several young women [called] with photographs of worthless pictures for sale.,,,,,,,
34,[141 0151],2622,Lillian Prussing,The Prussings,person,,interacts with / dines with,,,,,,,,,,
34,[141 0151],2623,Mr. _ Prussing,The Prussings,person,,interacts with / dines with,,,,,,,,,,
34,[141 0151],2624,James Deering,Mr. Deering,person,art collector,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/James_Deering,,,
34,[141 0151],2625,Mrs. _ Meeker,Mrs. Meeker,person,,interacts with,,,,,,,,,,
34,[141 0151],2626,Delia Spencer Caton,Caton,person,,interacts with,,,,,,,http://www.classicchicagomagazine.com/the-second-mrs-field-the-fabulous-delia-caton/,,,
34,[141 0151],2627,Marshall Field,Field,person,businessperson,interacts with,,,,,,,https://en.wikipedia.org/wiki/Marshall_Field,,,
34,[141 0151],2628,Charles Lawrence Hutchinson,Hutchinson,person,,interacts with,,,,,,,,,,
34,[141 0151],2629,Frank J. Sprague,Sprague,person,businessperson,interacts with,,,,,,,http://www.nndb.com/people/904/000173385/,,,
34,[141 0151],2630,,various McCormicks,organization / group,family unit,,,,,,,,,,,
34,[141 0151],2631,Mr. _ Martin,Martin,person,,interacts with,,,,,,,,,,
34,[141 0151],2632,Franklin _ MacVeagh,MacVeagh,person,,interacts with,,,,,,,,,,
34,[141 0151],2633,Bryan Lathrop,Mr. Bryan Lathrop,person,art collector,interacts with / dines with,,,,,,,https://en.wikipedia.org/wiki/Bryan_Lathrop,,,
34,[143 0152],2634,,various McCormicks,organization / group,family unit,interacts with / dines with,,,,,,,,,,
34,[143 0152],2635,Mr. _ Kohlsaat,Mr. Kohlsaat,person,,interacts with / dines with,,,,,,,,,,
34,[143 0152],2636,Bryan Lathrop,Mr. Lathrop,person,art collector,mentions,,,,,,,https://en.wikipedia.org/wiki/Bryan_Lathrop,,,
34,[143 0152],2637,,Whistler etchings,visual art,print,experiences,,,,,,,,,,
34,[143 0152],2638,James Abbott McNeill Whistler,Whistler,person,artist-painter,attributes,,,,,,,,,,
34,[143 0152],2639,Bernard Berenson,Bernhard,person,,mentions,,,,,,,,,,
34,[143 0152],2640,,[dislike of Whistler etchings],sentiment,,,,"Mr. Lathrop collects Whistler etchiings, but Bernhard and I find these almost always disappointing.","Mr. Lathrop collects Whistler etchiings, but Bernhard and I find these almost always disappointing.",,,,,,,
34,[143 0152],2641,,Cadillac,location,accomodation,diary entry header,,,,,,,,,,
34,[143 0152],2642,,Detroit,location,city,diary entry header,,,,,,,,,,
34,[143 0152],2643,,"Tuesday, Jan. 12, 1904",date,,diary entry header,,,,,,,,,,
34,[143 0152],2644,Jane Addams,Miss Adams,person,social reformer,interacts with,,,,,,,https://en.wikipedia.org/wiki/Jane_Addams,,,
34,[143 0152],2645,Hull House,Hull House,location,social institution,visits,,,,,,,,,,
34,[143 0152],2646,Mr. _ Deering,Mr. Deering,person,,interacts with / dines with,,,,,,,,,,
34,[143 0152],2647,Lillian Prussing,Lillian,person,,interacts with / dines with,,,,,,,,,,
34,[143 0152],2648,Mr. _ Deering,Deering,person,,interacts with / dines with,,,,,,,,,,
34,[143 0152],2649,,[displeasure at day drinking],sentiment,,,,"Deering had persuaded us to do that accursed thing, drink champagne in the middle of the day.","Deering had persuaded us to do that accursed thing, drink champagne in the middle of the day.",,,,,,,
34,[143 0152],2650,,Cadillac,location,accomodation,diary entry header,,,,,,,,,,
34,[143 0152],2651,,Detroit,location,city,diary entry header,,,,,,,,,,
34,[143 0152],2652,,"Wednesday, Jan. 13, 1904",date,,diary entry header,,,,,,,,,,
34,[143 0152],2653,Charles Lang Freer,Mr. Freer,person,art collector,interacts with,,,,,,,https://en.wikipedia.org/wiki/Charles_Lang_Freer,,,
34,[143 0152],2654,,Chinese paintings,visual art,painting,experiences,,,,,,,,,,
34,[143 0152],2655,,Japanese paintings,visual art,painting,experiences,,,,,,,,,,
34,[143 0152],2656,Ernesto Francisco Fenollosa,Fenollosa,person,art collector,interacts with,,,,,,,https://en.wikipedia.org/wiki/Ernest_Fenollosa,,,
34,[143 0152],2657,Charles Lang Freer,Mr. Freer,person,art collector,mentions,,,,,,,,,,
34,[144 0153],2658,,Cadillac,location,accomodation,diary entry header,,,,,,,,,,
34,[144 0153],2659,,Detroit,location,city,diary entry header,,,,,,,,,,
34,[144 0153],2660,,"Thursday, Jan. 14, 1904",date,,diary entry header,,,,,,,,,,
34,[144 0153],2661,,Buffalo,location,citty,mentions,,,,,,,,,,
34,[144 0153],2662,Charles Lang Freer,Mr. Freer,person,art collector,interacts with,,,,,,,,,,
34,[144 0153],2663,Charles Lang Freer,his collection,visual art,art collection,experiences,,,,,,,,,,
34,[144 0153],2664,,Whistler paintings,visual art,painting,experiences,,,,,,,,,,
34,[144 0153],2665,James Abbott McNeil Whistler,Whistler,person,artist-painter,attributes,,,,,,,,,,
34,[144 0153],2666,,Japanese things,visual art,?,,,,,,,,,,,
34,[144 0153],2667,,[surprise at enjoying Whistlers + Japanese works],sentiment,,,,"He has 120 Whistler paintings, some of which are really great. we saw only a few alas, and only about 1/3 of his Japanese things. They are wonderful, and their owner we really, really like. What are we coming to in America?","He has 120 Whistler paintings, some of which are really great. we saw only a few alas, and only about 1/3 of his Japanese things. They are wonderful, and their owner we really, really like. What are we coming to in America?",,,,,,,
34,[144 0153],2668,,Amherst House,location,accomodation,diary entry header,,,,,,,,,,
34,[144 0153],2669,,Buffalo,location,city,diary entry header,,,,,,,,,,
34,[144 0153],2670,,"Friday, Jan. 15, 1904",date,,diary entry header,,,,,,,,,,
34,[144 0153],2671,Mrs. _ Glenny,Mrs. Glenny,person,,interacts with,host,,,"William H. Glenny arrived from Ireland in Buffalo in 1836. He worked as a clerk in a bookstore until opening a small crockery store in 1840 which, at the time of his death, had become one of the largest businesses in the country with branches extending to all the Western states and Territories. The William H. Glenny Company was a prominent importer of fine china, glass and other merchandise. In 1877 Richard A. Waite was hired to design a new store at 251 Main Street.","William H. Glenny arrived from Ireland in Buffalo in 1836. He worked as a clerk in a bookstore until opening a small crockery store in 1840 which, at the time of his death, had become one of the largest businesses in the country with branches extending to all the Western states and Territories. The William H. Glenny Company was a prominent importer of fine china, glass and other merchandise. In 1877 Richard A. Waite was hired to design a new store at 251 Main Street.",,,,,
34,[144 0153],2672,Aline Glenny,Aline,person,artist-poet,interacts with,,,,,,,https://books.google.com/books?id=s0svAQAAIAAJ&pg=PA431&lpg=PA431&dq=%22Aline+Glenny%22+%2B+poet&source=bl&ots=Ofwmc-bxaA&sig=J3fnxoq_5NMwOYWCJ0z9qY9j7FQ&hl=en&sa=X&ved=0ahUKEwjs5ayqm8zbAhVvpVkKHUnfDJcQ6AEIKTAA#v=onepage&q=%22Aline%20Glenny%22%20%2B%20poet&f=false,,,
34,[144 0153],2673,Evelyn Hunter Nordhoff,Evelyn,person,,mentions,friend,,,,,,,,,
34,[144 0153],2674,,[positive impression of Aline Glenny],sentiment,,,,"her daughter, Aline, is the nicest girl I’ve seen since I met Evelyn, 21 years ago, at Smith College.","her daughter, Aline, is the nicest girl I’ve seen since I met Evelyn, 21 years ago, at Smith College.",,,,,,,
34,[144 0153],2675,Smith College,Smith College,location,school,mentions,,,,,,,,,,
34,[145 0154],2676,,lecture,non-fiction,lecture,presented,,,,,,,,,,
34,[145 0154],2677,Art Institute of Chicago,Art Institute,location,school,presents at,,,,,,,,,,
34,[145 0154],2678,Carlton B. Sprague,[Mr. Carlton Sprague],person,businessperson,interacts with / dines with,,,,,,,http://www.sprague-database.org/genealogy/getperson.php?personID=I82417&tree=SpragueProject,,,
34,[145 0154],2679,Alice Louise Brayley,Mrs. Carlton Sprague,person,,interacts with / dines with,,,,,,,http://www.sprague-database.org/genealogy/getperson.php?personID=I82423&tree=SpragueProject,,,
34,[145 0154],2680,,The Glennys,organization / group,family unit,mentions,host,,,,,,,,,
34,[145 0154],2681,,Amherst House,location,accomodation,diary entry header,,,,,,,,,,
34,[145 0154],2682,,Buffalo,location,city,diary entry header,,,,,,,,,,
34,[145 0154],2683,,"Saturday, Jan. 16, 1904",date,,diary entry header,,,,,,,,,,
34,[145 0154],2684,Bernard Berenson,Bernhard,person,,mentions,,,,,,,,,,
34,[145 0154],2685,Mr. _ Sawyer,Mr. Sawyer,person,,mentions,,,,,,,,,,
34,[145 0154],2686,Twentieth Century Club,Twentieth Century Club,location,club,dines at,,,,,,,"https://en.wikipedia.org/wiki/Twentieth_Century_Club_(Buffalo,_New_York)",,,
34,[145 0154],2687,Mrs. _ Glenny,Mrs. Glenny,person,,interacts with,,,,,,,,,,
34,[145 0154],2688,Seven Ages of Woman,mural paintings,visual art,painting,experiences,,,,,,,http://twentiethcenturyclubbuffalo.com/history/,,,
34,[145 0154],2689,Bernard Berenson,Bernhard,person,,interacts with,,,,,,,,,,
34,[145 0154],2690,Mrs. _ Glenny,she,person,,mentions,,,,,,,,,,
34,[145 0154],2691,Kenyon Cox,Kenyon Cox,person,artist-painter,mentions,,,,,,,,,,
34,[145 0154],2692,Mr. _ Sawyer,the Sawyers,person,,interacts with / dines with,,,,,,,,,,
34,[145 0154],2693,Mrs. _ Sawyer,the Sawyers,person,,interacts with / dines with,,,,,,,,,,
34,[145 0154],2694,Mrs. _ Glenny,Mrs. Glenny,person,,TO DO,,,,,,,,,,
34,[145 0154],2695,,musicale,event,cultural,experiences,,,,,,,,,,
34,[145 0154],2696,,"[displeasure at ""horrible"" music]",sentiment,,,,"We dined with the Sawyers and all came back to Mrs. Glenny’s big musicale, where they played pretty well a lot of horrible music.","We dined with the Sawyers and all came back to Mrs. Glenny’s big musicale, where they played pretty well a lot of horrible music.",,,,,,,
34,[146 0155],2697,,Amherst House,location,accomodation,diary entry header,,,,,,,,,,
34,[146 0155],2698,,Buffalo,location,city,diary entry header,,,,,,,,,,
34,[146 0155],2699,,"Sunday, Jan. 17, 1904",date,,diary entry header,,,,,,,,,,
34,[146 0155],2700,Niagra Falls,Niagra,location,landmark,visits,,,,,,,https://en.wikipedia.org/wiki/Niagara_Falls,,,
34,[146 0155],2701,,Great American Initiation,sentiment,,,,Spent the day at Niagara — the Great American Initiation,Spent the day at Niagara — the Great American Initiation,,,,,,,
34,[146 0155],2702,Mrs. _ Glenny,Mrs. Glenny,person,,interacts with,,,,,,,,,,
34,[146 0155],2703,Mr. _ Sawyer,Mr. Sawyer,person,,interacts with,,,,,,,,,,
34,[146 0155],2704,Carlton B. Sprague,[Mr. Sprague],person,,interacts with,,,,,,,,,,
34,[146 0155],2705,Alice Louise Brayley,Mrs. Sprague,person,,interacts with,,,,,,,,,,
34,[146 0155],2706,,[notes on youth],sentiment,,,,"We had an awfully jolly time, so jolly that I couldn’t help thinking “What would our children say?” Such old, old people so extremely larky and laughing so much.","We had an awfully jolly time, so jolly that I couldn’t help thinking “What would our children say?” Such old, old people so extremely larky and laughing so much.",,,,,,,
35,[146 0155],2707,Hollenden Hotel,The Hollenden,location,accomodation,diary entry header,,,,,,,https://en.wikipedia.org/wiki/Hollenden_Hotel,,,
35,[146 0155],2708,,Cleveland,location,city,diary entry header,,,,,,,,,,
35,[146 0155],2709,,"Monday, Jan. 18, 1904",date,,diary entry header,,,,,,,,,,
35,[146 0155],2710,Miss _ Jones,Miss Jones,person,,interacts with / dines with,,,,,,,,,,
35,[146 0155],2711,Mr. _ Cannon,Mr. Cannon,person,banker,mentions,,,,The banker who provided the mortgage to buy I Tatti,The banker who provided the mortgage to buy I Tatti,,,,,
35,[146 0155],2712,Mr. _ Pope,Mr. Pope,person,art collector,interacts with / dines with,,,,,,,,,,
35,[146 0155],2713,,Mr. Howe,person,,interacts with / dines with,,,,,,,,,,
35,[146 0155],2714,,Unitarian,misc,religious denomonation,mentions,,,,,,,,,,misc
35,[146 bis 0156],2715,,The Hollenden,location,accomodation,diary entry header,,,,,,,,,,
35,[146 bis 0156],2716,,Cleveland,location,city,diary entry header,,,,,,,,,,
35,[146 bis 0156],2717,,"Tuesday, Jan. 19, 1904",date,,diary entry header,,,,,,,,,,
35,[146 bis 0156],2718,Miss _ Jones,Miss Jones,person,,interacts with,,,,,,,,,,
35,[146 bis 0156],2719,Liberty Emory Holden,Mr. L. E. Holden,person,art collector,interacts with,,,,,,,https://case.edu/ech/articles/h/holden-liberty-emery,,,
35,[146 bis 0156],2720,,the Jarves Collection,visual art,art collection,experiences,,,,,,,,,,
35,[146 bis 0156],2721,,New England,location,region,mentions,,,,,,,,,,
35,[146 bis 0156],2722,Midwestern United States,Middle West,location,region,mentions,,,,,,,https://en.wikipedia.org/wiki/Midwestern_United_States,,,
35,[146 bis 0156],2723,Bernard Berenson,B.B.,person,,interacts with,family-immediate,,,,,,,,,
35,[146 bis 0156],2724,,The Hollenden,location,accomodation,diary entry header,,,,,,,,,,
35,[146 bis 0156],2725,,Cleveland,location,city,diary entry header,,,,,,,,,,
35,[146 bis 0156],2726,,"Wednesday, Jan. 20, 1904",date,,diary entry header,,,,,,,,,,
35,[146 bis 0156],2727,Eleanor Seymour Sea Squire,Mrs. Squire,person,socialite,interacts with,,,,,,Husband of Andrew Squire?,https://case.edu/ech/articles/s/squire-andrew,http://www.onlinebiographies.info/oh/cuya/squire-a.htm,,
35,[146 bis 0156],2728,Mr. _ Brush,Mr. Brush,person,art collector,mentions,,,,,,,,,,
35,[146 bis 0156],2729,,[art collection of Mr. Brush],visual art,art collection,experiences,,,,,,,,,,
35,[146 bis 0156],2730,Mr. _ Isades,Mr. Isades,person,art collector,mentions,,,,,,,,,,
35,[146 bis 0156],2731,,[art collection of Mr. Isades],visual art,art collection,experiences,,,,,,,,,,
35,[146 bis 0156],2732,Pierre Puvis de Chavannes,Puvis,person,artist-painter,attributes,,,,,,,,,,
35,[146 bis 0156],2733,Summer,[painting by Puvis],visual art,painting,experiences,,,,,,Gift of Mr. and Mrs. J. H. Wade 1916.1056,http://www.clevelandart.org/art/1916.1056,,,
35,[146 bis 0156],2734,Jeptha Homer Wade,Mr. Wade,person,art collector,mentions,,,,,,,https://thewadeproject.wordpress.com/2016/10/13/jeptha-homer-wade-ii-1857-1926-as-collector/,,,
35,[146 bis 0156],2735,,[art collection of Mr. Wade],visual art,art collection,experiences,,,,,,,,,,
35,[146 bis 0156],2736,Cleveland Trust Company Building,the Trust Building,location,financial,visits,,,,,,,https://en.wikipedia.org/wiki/Cleveland_Trust_Company_Building,,,
35,[146 bis 0156],2737,Tiffany & Co.,Tiffany,organization / group,business,mentions,,,,,,,https://en.wikipedia.org/wiki/Tiffany_%26_Co.,,,
35,[146 bis 0156],2738,The Sources of Wealth,[painting by Cox],visual arts,painting,experiences,,,,,,,https://americanart.si.edu/artwork/study-mural-union-trust-company-building-sources-wealth-5889,,,
35,[146 bis 0156],2739,Kenyon Cox,Cox,person,artist-painter,attributes,,,,,,,,,,
35,[146 bis 0156],2740,Andrew Squire,the Squires [Mr. Squire],person,lawyer,interacts with / dines with,,,,,,,https://case.edu/ech/articles/s/squire-andrew,http://www.onlinebiographies.info/oh/cuya/squire-a.htm,,
35,[146 bis 0156],2741,Eleanor Seymour Sea Squire,the Squires [Mrs. Squire],person,socialite,interacts with / dines with,,,,,,,https://case.edu/ech/articles/s/squire-andrew,http://www.onlinebiographies.info/oh/cuya/squire-a.htm,,
35,[146 bis 0156],2742,Country Club of Cleveland,the Club,location,club,dines at,,,,,,,https://case.edu/ech/articles/s/squire-andrew,,,
35,[146 bis 0156],2743,,lecture,non-fiction,lecture,presented,,,,,,,,,,
35,[146 bis 0156],2744,Liberty Emory Holden,old Holden,person,art collector,interacts with / dines with,,,,,,,,,,
35,[146 bis 0156],2745,Miss _ Jones,Miss Jones,person,,interacts with / dines with,,,,,,,,,,
35,[147 0157],2746,,Pittsburg,location,city,diary entry header,,,,,,,,,,
35,[147 0157],2747,Pennsylvania,Pa,location,state,diary entry header,,,,,,,,,,
35,[147 0157],2748,,"Thursday, Jan. 21, 1904",date,,diary entry header,,,,,,,,,,
35,[147 0157],2749,Bessie Taylor,Bessie Taylor,person,,interacts with / dines with,,,,,,,,,,
35,[147 0157],2750,,her Club,location,club,dines at,,,,,,,,,,
35,[147 0157],2751,Henry Clay Frick,Mr. Frick,person,"businessperson, art patron",mentions,,,,,,,https://en.wikipedia.org/wiki/Henry_Clay_Frick,,,
35,[147 0157],2752,Frick Building,Mr. Frick's building,location,business,visits,,,,,,,https://en.wikipedia.org/wiki/Frick_Building,,,
35,[147 0157],2753,Bessie Taylor,Bessie's,person,,interacts with / dines with,,,,,,,,,,
35,[147 0157],2754,,7422 Penn Avenue,location,address,visits,,,,,,,,,,
35,[147 0157],2755,Frank H. Taylor,Frank Taylor,person,businessperson,interacts with,,,,,,,https://books.google.com/books?id=JbVQAAAAYAAJ&pg=PA657&lpg=PA657&dq=Westinghouse+Electric+Corporation+%2B+Frank+H.+Taylor&source=bl&ots=b3rHhfZBXP&sig=deBvlNVpo_wwM9zj-dYriRszHTY&hl=en&sa=X&ved=0ahUKEwjqq5e_7d3bAhVBu1kKHbDMCGcQ6AEIKTAA#v=onepage&q=Westinghouse%20Electric%20Corporation%20%2B%20Frank%20H.%20Taylor&f=false,,,
35,[147 0157],2756,,Pittsburg,location,city,mentions,,,,,,,,,,
35,[147 0157],2757,Westinghouse Electric Corporation,Westinghouse Electric,organization / group,business,mentions,,,,,,,,,,
35,[147 0157],2758,Isabella Steward Gardner,Mrs. Gardner,person,,interacts with,,,,,,,,,,
35,[147 0157],2759,,London,location,city,mentions,,,,,,,,,,
35,[147 0157],2760,Bernard Berenson,Bernhard,person,,mentions,,,,,,,,,,
35,[147 0157],2761,[added to research tab],[piece by Dürer],visual art,?,mentions,,,,,,,,,,
35,[147 0157],2762,Albrecht Dürer,Dürer,person,artist-painter / artist-printmaker,attributes,,,,,,,https://en.wikipedia.org/wiki/Albrecht_D%C3%BCrer,,,
35,[148 0158],2763,,7422 Penn Avenue,location,address / accomodation,diary entry header,,,,,,,,,,
35,[148 0158],2764,,Pittsburg,location,city,diary entry header,,,,,,,,,,
35,[148 0158],2765,,Pa,location,state,diary entry header,,,,,,,,,,
35,[148 0158],2766,,"Friday, Jan. 22, 1904",date,,diary entry header,,,,,,,,,,
35,[148 0158],2767,Westinghouse Electric Corporation,Westinghouse Works,location,business,visits,,,,,,,,,,
35,[148 0158],2768,Dante Alighieri,Dante,person,artist-poet,attributes,,,,,,,https://en.wikipedia.org/wiki/Dante_Alighieri,,,
35,[148 0158],2769,Inferno,Inferno,poetry,,mentions,,,,,,,https://en.wikipedia.org/wiki/Inferno_(Dante),,,
35,[148 0158],2770,,Geryon,person,literary,mentions,,,,,,,https://en.wikipedia.org/wiki/Geryon,,,
35,[148 0158],2771,,[industrialization],sentiment,,,,"there was ... a huge advancing and retreaiting sky cage, containing ment to work at the top of the 8,000 horse-power ""generators"". It was a terrible place, but Bernhard saw the heroic side.","there was ... a huge advancing and retreaiting sky cage, containing ment to work at the top of the 8,000 horse-power ""generators"". It was a terrible place, but Bernhard saw the heroic side.",,,,,,,
35,[148 0158],2772,Bernard Berenson,Bernhard,person,,interacts with,,,,,,,,,,
35,[148 0158],2773,Homer,Homer,person,artist-poet,mentions,,,,,,,https://en.wikipedia.org/wiki/Homer,,,
35,[148 0158],2774,David Thompson Watson,Mr. Watson,person,art collector / lawyer,mentions,,,,,,,https://www.thewatsoninstitute.org/about-us/history/david-thompson-watson-biography/,,,
35,[148 0158],2775,,[art collection of Mr. Watson],visual art,art collection,experiences,,,,,,,,,,
35,[148 0158],2776,,[characterization of Mr. Watson's collections],sentiment,,,,"In the afternoon we saw Mr. Watson's terrible collection, and mr. Watson himself, one of the great international lawyers - af fool about picures, though.","In the afternoon we saw Mr. Watson's terrible collection, and mr. Watson himself, one of the great international lawyers - af fool about picures, though.",,,,,,,
35,[148 0158],2777,Mrs. _ Byer,Mrs. Byer,person,art collector,mentions,,,,,,,,,,
35,[148 0158],2778,,[art collection of Mrs. Byer],visual art,art collection,experiences,,,,,,,,,,
35,[148 0158],2779,Mr. _ Betty,[Mr. Beatty],person,,interacts with / dines with,,,,,,,,,,
35,[148 0158],2780,Mrs. _ Beatty,Mrs. Beatty,person,,interacts with / dines with,,,,,,,,,,
0,[148 0158],2781,Mr. _ Caldwell,[Mr. Caldwell],person,,interacts with / dines with,,,,,,,,,,
35,[148 0158],2782,Mrs. _ Caldwell,Mrs. Caldwell,person,,interacts with / dines with,,,,,,,,,,
35,[148 0158],2783,Isabella Stewart Gardner,Mrs. Gardner,person,,mentions,,,,,,,,,,
35,[148 0158],2784,Bernard Berenson,Bernhard,person,,interacts with,,,,,,,,,,
35,[148 0158],2785,,[effects of gossip on B.B.],sentiment,,,,"Mrs. Gardner's news has thoroughly upset Bernhard, who hates to think of people telling and believing such vile slanders about him. It was evidently the Strongs. I regard it as a mere outbreak of spleen and spite againzt the success of his new book.","Mrs. Gardner's news has thoroughly upset Bernhard, who hates to think of people telling and believing such vile slanders about him. It was evidently the Strongs. I regard it as a mere outbreak of spleen and spite againzt the success of his new book.",,,,,,,
35,[149 0159],2786,Charles Augustus Strong,the Strongs [Mr. Strong],person,scholar,mentions,,,,,,,https://en.wikipedia.org/wiki/Charles_Augustus_Strong,,,
35,[149 0159],2787,Elizabeth Rockefeller Strong,the Strongs [Mrs. Strong],person,socialite,mentions,,,,,,,https://en.wikipedia.org/wiki/Elizabeth_Rockefeller_Strong,,,
35,[149 0159],2788,Bryn Mawr College Deanery,The Deanery,location,accomodation,diary entry header,,,,,,,https://en.wikipedia.org/wiki/Bryn_Mawr_College_Deanery,,,
35,[149 0159],2789,,Bryn Mawr,location,city,diary entry header,,,,,,,,,,
35,[149 0159],2790,,"Saturday, Jan. 23, 1904",date,,diary entry header,,,,,,,,,,
35,[149 0159],2791,Henry Clay Frick,Mr. Frick,person,,mentions,,,,,,,,,,
35,[149 0159],2792,,[art collection of Mr. Frick],visual art,art collection,experiences,,,,,,,,,,
35,[149 0159],2793,Gerard ter Borch,Terburg,person,artist-painter,attributes,,,,,,,https://en.wikipedia.org/wiki/Gerard_ter_Borch,,,
35,[149 0159],2794,Portrait of a Lady,[painting by Terburg],visual art,painting,experiences,,,,,,Henry Clay Frick Bequest,https://collections.frick.org/objects/354/portrait-of-a-young-lady,,,
35,[149 0159],2795,Rembrandt,Rembrandt,person,artist-painter,attributes,,,,,,,https://en.wikipedia.org/wiki/Rembrandt,,,
35,[149 0159],2796,,[paintings by Rembrandt],visual art,painting,experiences,,,,,,,https://collections.frick.org/search/Rembrandt/objects?filter=people%3ARembrandt%20van%20Rijn#filters,,,
35,[149 0159],2797,George Frederick Watts,Watts,person,artist-painter,attributes,,,,,,,https://en.wikipedia.org/wiki/George_Frederic_Watts,,,
35,[149 0159],2798,,[painting by Watts],visual art,painting,experiences,,,,,,,,,,
35,[149 0159],2799,Barbizon school,Barbizon,organization / group,art historic,attributes,,,,,,,https://en.wikipedia.org/wiki/Barbizon_school,,,
35,[149 0159],2800,,[paintings by Barbizon school],visual art,painting,experiences,,,,,,,,,,
36,[149 0159],2801,Martha Carey Thomas,Carey,person,public figure,interacts with,[?] host,,,,,,,,,
36,[149 0159],2802,,[positive characterization of Carey],sentiment,,,,"Carey met us, most kindly. She is wonderful. The house so splendidly organized. We have deliciously comfortable rooms.","Carey met us, most kindly. She is wonderful. The house so splendidly organized. We have deliciously comfortable rooms.",,,,,,,
36,[149 0159],2803,,The Deanery,location,accomodation,diary entry header,,,,,,,,,,
36,[149 0159],2804,,Bryn Mawr,location,city,diary entry header,,,,,,,,,,
36,[149 0159],2805,,"Sunday, Jan. 24, 1904",date,,diary entry header,,,,,,,,,,
36,[149 0159],2806,,John,person,,TO DO,,,,,,,,,,
36,[149 0159],2807,,Mamie,person,,TO DO,,,,,,,,,,
